sub_region_2,iso_3166_2_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,29/11/2020,-64,-34,-43,-47,-26,17
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,29/11/2020,-66,-32,-58,-78,-31,16
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,29/11/2020,-68,-41,-44,-65,-39,16
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,29/11/2020,-65,-20,-15,-63,-26,15
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,30/11/2020,-38,-12,-35,-48,-33,16
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,30/11/2020,-38,-11,-20,-42,-24,13
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,30/11/2020,-30,-10,-7,-39,-23,14
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,30/11/2020,-35,-9,-10,-33,-29,14
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,30/11/2020,-37,-6,-18,-33,-23,13
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,30/11/2020,-36,-8,-27,-48,-28,14
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,30/11/2020,-40,-18,-4,-46,-32,14
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,30/11/2020,-41,-4,-1,-49,-21,13
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,01/12/2020,-38,-8,-34,-47,-33,16
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,01/12/2020,-35,-7,-23,-43,-25,13
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,01/12/2020,-30,-6,-16,-42,-21,13
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,01/12/2020,-37,-15,-18,-36,-28,15
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,01/12/2020,-37,1,-32,-32,-23,13
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,01/12/2020,-35,-5,-34,-49,-28,15
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,01/12/2020,-40,-15,-7,-45,-31,14
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,01/12/2020,-42,7,22,-49,-22,14
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,02/12/2020,-43,-15,-50,-52,-32,18
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,02/12/2020,-42,-14,-33,-48,-27,16
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,02/12/2020,-40,-20,-43,-47,-27,19
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,02/12/2020,-41,-19,-24,-37,-27,16
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,02/12/2020,-46,-19,-47,-41,-27,18
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,02/12/2020,-40,-6,-45,-49,-26,15
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,02/12/2020,-43,-17,-23,-46,-33,15
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,02/12/2020,-43,-1,-26,-51,-21,14
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,03/12/2020,-38,-5,-37,-47,-32,16
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,03/12/2020,-36,-3,-24,-41,-25,14
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,03/12/2020,-31,4,-29,-38,-21,14
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,03/12/2020,-36,-1,-8,-31,-27,14
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,03/12/2020,-35,6,-24,-34,-22,14
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,03/12/2020,-37,1,-40,-49,-24,15
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,03/12/2020,-37,-6,-9,-41,-31,14
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,03/12/2020,-40,6,-8,-45,-23,13
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,04/12/2020,-46,-15,-49,-51,-34,19
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,04/12/2020,-53,-30,-44,-40,-30,19
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,04/12/2020,-47,-18,-37,-48,-27,21
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,04/12/2020,-51,-24,-37,-39,-32,21
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,04/12/2020,-51,-17,-46,-43,-27,19
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,04/12/2020,-56,-25,-44,-49,-33,20
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,04/12/2020,-62,-41,-49,-57,-40,22
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,04/12/2020,-57,-22,-39,-51,-26,19
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,05/12/2020,-49,-11,-55,-48,-24,15
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,05/12/2020,-55,-18,-43,-52,-28,17
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,05/12/2020,-42,-8,-52,-52,-16,15
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,05/12/2020,-51,-21,-37,-45,-23,16
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,05/12/2020,-52,-7,-54,-44,-28,18
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,05/12/2020,-55,-8,-62,-68,-25,16
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,05/12/2020,-60,-30,-59,-66,-37,18
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,05/12/2020,-54,3,-44,-53,-20,15
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,06/12/2020,-58,-26,-44,-47,-23,14
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,06/12/2020,-61,-33,-25,-59,-26,15
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,06/12/2020,-54,-25,-17,-60,-18,15
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,06/12/2020,-63,-38,-45,-42,-24,16
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,06/12/2020,-59,-29,-26,-44,-21,16
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,06/12/2020,-64,-27,-65,-72,-29,15
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,06/12/2020,-68,-39,-59,-67,-39,17
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,06/12/2020,-64,-18,-32,-64,-24,15
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,07/12/2020,-29,7,-32,-49,-53,19
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,07/12/2020,-31,8,-13,-44,-45,17
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,07/12/2020,-21,11,-5,-47,-41,17
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,07/12/2020,-33,-1,-22,-42,-55,21
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,07/12/2020,-29,18,-1,-37,-43,16
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,07/12/2020,-28,11,-31,-51,-52,20
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,07/12/2020,-44,-15,-31,-58,-53,21
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,07/12/2020,-38,16,0,-58,-45,18
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,08/12/2020,-57,-39,-31,-66,-80,32
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,08/12/2020,-60,-40,-43,-73,-76,32
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,08/12/2020,-54,-38,-35,-70,-75,33
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,08/12/2020,-60,-49,-20,-61,-81,33
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,08/12/2020,-58,-36,-37,-61,-78,33
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,08/12/2020,-57,-37,-45,-77,-80,33
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,08/12/2020,-61,-41,-1,-65,-77,30
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,08/12/2020,-64,-31,-17,-75,-75,31
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,09/12/2020,-33,-3,-32,-46,-29,14
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,09/12/2020,-33,-1,-27,-42,-22,12
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,09/12/2020,-26,0,-36,-42,-19,13
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,09/12/2020,-28,-4,-8,-31,-25,13
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,09/12/2020,-33,5,-36,-32,-20,12
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,09/12/2020,-30,3,-33,-43,-23,12
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,09/12/2020,-33,-6,-6,-39,-30,13
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,09/12/2020,-35,12,4,-44,-18,11
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,10/12/2020,-34,-2,-29,-44,-30,15
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,10/12/2020,-31,1,-13,-35,-23,12
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,10/12/2020,-29,0,-18,-37,-20,13
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,10/12/2020,-30,3,-3,-22,-26,13
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,10/12/2020,-32,5,-19,-31,-19,12
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,10/12/2020,-32,4,-26,-41,-22,13
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,10/12/2020,-34,-5,-1,-36,-29,13
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,10/12/2020,-36,11,2,-40,-21,12
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,11/12/2020,-38,-2,-34,-46,-30,16
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,11/12/2020,-36,-1,-33,-39,-21,13
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,11/12/2020,-30,2,-19,-41,-18,14
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,11/12/2020,-36,0,-12,-25,-25,15
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,11/12/2020,-37,6,-22,-30,-20,14
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,11/12/2020,-39,2,-32,-42,-23,15
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,11/12/2020,-39,-13,-17,-47,-30,16
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,11/12/2020,-42,10,-1,-45,-17,14
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,12/12/2020,-42,-5,-28,-41,-18,13
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,12/12/2020,-47,-10,-19,-44,-18,14
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,12/12/2020,-35,-7,-30,-47,-9,13
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,12/12/2020,-44,-13,-6,-26,-17,14
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,12/12/2020,-44,0,-34,-34,-20,15
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,12/12/2020,-48,-5,-34,-60,-14,13
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,12/12/2020,-48,-18,-15,-54,-26,14
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,12/12/2020,-48,9,-12,-43,-12,13
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,13/12/2020,-32,-13,-10,-24,-10,8
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,13/12/2020,-36,-24,31,-36,-14,8
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,13/12/2020,-28,-14,34,-34,-5,8
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,13/12/2020,-28,-20,37,-6,-11,8
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,13/12/2020,-25,-16,34,-11,-10,8
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,13/12/2020,-34,-15,-1,-53,-14,8
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,13/12/2020,-29,-22,14,-29,-20,9
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,13/12/2020,-36,-1,27,-43,-8,8
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,14/12/2020,-20,-3,-23,-42,-29,12
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,14/12/2020,-18,-2,-5,-25,-21,9
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,14/12/2020,-13,-1,0,-34,-19,10
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,14/12/2020,-11,3,13,-19,-24,10
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,14/12/2020,-16,2,-1,-22,-19,9
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,14/12/2020,-10,3,-13,-24,-24,10
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,14/12/2020,-16,-8,19,-37,-25,10
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,14/12/2020,-24,8,14,-39,-16,9
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,15/12/2020,-19,1,-18,-39,-29,12
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,15/12/2020,-14,3,-19,-26,-21,9
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,15/12/2020,-13,1,-5,-36,-16,10
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,15/12/2020,-10,0,7,-20,-24,10
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,15/12/2020,-15,10,-7,-21,-20,9
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,15/12/2020,-6,6,-8,-28,-23,10
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,15/12/2020,-15,-8,23,-35,-26,10
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,15/12/2020,-22,19,27,-40,-17,9
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,16/12/2020,-20,1,-19,-40,-27,12
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,16/12/2020,-16,5,-8,-26,-20,9
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,16/12/2020,-12,2,-24,-36,-16,10
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,16/12/2020,-11,0,10,-21,-22,10
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,16/12/2020,-15,9,-18,-20,-19,9
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,16/12/2020,-10,8,-15,-24,-21,10
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,16/12/2020,-17,-4,13,-35,-27,10
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,16/12/2020,-22,14,9,-40,-16,9
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,17/12/2020,-18,4,-15,-36,-28,11
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,17/12/2020,-14,7,3,-23,-21,9
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,17/12/2020,-14,7,-3,-30,-18,9
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,17/12/2020,-12,9,13,-19,-25,10
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,17/12/2020,-13,12,0,-21,-18,9
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,17/12/2020,-9,10,-9,-21,-21,10
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,17/12/2020,-14,0,19,-28,-26,10
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,17/12/2020,-20,19,32,-34,-19,9
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,18/12/2020,-20,6,-12,-35,-28,12
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,18/12/2020,-17,6,-21,-23,-20,10
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,18/12/2020,-14,12,-11,-33,-16,11
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,18/12/2020,-17,10,19,-15,-23,11
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,18/12/2020,-17,14,-1,-18,-19,10
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,18/12/2020,-16,12,-14,-18,-21,11
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,18/12/2020,-19,-5,16,-36,-26,11
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,18/12/2020,-25,18,19,-36,-16,10
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,19/12/2020,-28,0,-20,-27,-15,8
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,19/12/2020,-32,-3,-7,-30,-17,9
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,19/12/2020,-17,3,-18,-26,-8,8
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,19/12/2020,-25,-6,26,-18,-14,8
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,19/12/2020,-24,9,0,-10,-19,9
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,19/12/2020,-30,4,-4,-42,-12,8
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,19/12/2020,-24,-6,9,-31,-20,9
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,19/12/2020,-29,20,28,-25,-9,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,20/12/2020,-38,-11,-44,-30,-6,7
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,20/12/2020,-39,-21,-8,-43,-12,8
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,20/12/2020,-29,-9,-7,-35,-3,8
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,20/12/2020,-34,-19,-16,-18,-8,9
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,20/12/2020,-34,-13,-26,-24,-9,9
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,20/12/2020,-40,-8,-46,-60,-10,8
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,20/12/2020,-35,-19,-28,-45,-15,10
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,20/12/2020,-34,6,2,-39,-8,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,21/12/2020,-8,12,-24,-39,-29,10
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,21/12/2020,-12,11,-3,-30,-21,9
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,21/12/2020,-2,14,-1,-35,-18,9
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,21/12/2020,0,19,9,-17,-24,9
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,21/12/2020,-6,18,5,-20,-19,8
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,21/12/2020,-3,18,-10,-32,-24,9
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,21/12/2020,-4,4,19,-38,-26,10
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,21/12/2020,-14,28,22,-40,-17,8
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,22/12/2020,-7,20,-7,-35,-29,10
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,22/12/2020,-8,21,-2,-26,-23,8
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,22/12/2020,-1,22,6,-33,-17,8
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,22/12/2020,2,18,31,-15,-25,9
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,22/12/2020,-5,30,10,-16,-21,7
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,22/12/2020,1,26,7,-33,-24,9
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,22/12/2020,-2,12,49,-32,-27,8
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,22/12/2020,-13,42,47,-35,-18,8
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,23/12/2020,-1,40,-5,-34,-34,10
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,23/12/2020,-5,39,0,-29,-28,9
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,23/12/2020,5,41,-18,-33,-24,8
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,23/12/2020,8,37,35,-16,-32,9
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,23/12/2020,2,50,8,-14,-26,7
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,23/12/2020,6,54,9,-36,-29,8
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,23/12/2020,3,32,40,-32,-34,9
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,23/12/2020,-5,60,39,-36,-25,7
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,24/12/2020,-46,15,-41,-62,-64,25
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,24/12/2020,-47,13,-20,-56,-59,24
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,24/12/2020,-39,26,-21,-59,-57,24
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,24/12/2020,-49,6,-11,-43,-65,27
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,24/12/2020,-41,32,-22,-44,-56,23
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,24/12/2020,-47,17,-48,-74,-65,26
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,24/12/2020,-49,-1,-16,-58,-63,24
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,24/12/2020,-49,29,-6,-56,-59,24
Metropolitan City of Turin,IT-TO,ChIJ_8Ubk5VFiEcRcH08R33mBQM,25/12/2020,-89,-90,-62,-85,-87,34
Province of Alessandria,IT-AL,ChIJD07L2Ytwh0cRwH08R33mBQM,25/12/2020,-89,-88,-64,-82,-84,36
Province of Asti,IT-AT,ChIJ9ZIOjhqNh0cRsH08R33mBQM,25/12/2020,-85,-85,-42,-80,-84,36
Province of Biella,IT-BI,ChIJza00X2IhhkcRYIM8R33mBQM,25/12/2020,-90,-93,-43,-64,-87,35
Province of Cuneo,IT-CN,ChIJedLPEntCzRIRoH08R33mBQM,25/12/2020,-85,-86,-62,-68,-85,35
Province of Novara,IT-NO,ChIJ2xgl4f5nhkcRkH08R33mBQM,25/12/2020,-90,-92,-75,-91,-87,36
Province of Verbano-Cusio-Ossola,IT-VB,ChIJz-0lPxTxhUcR0IM8R33mBQM,25/12/2020,-87,-89,-48,-80,-84,33
Province of Vercelli,IT-VC,ChIJ70WczOs8hkcRgH08R33mBQM,25/12/2020,-88,-89,-60,-82,-83,34
